ID;Naam;Adres;Postcode;Plaats;Tel;Website;Email;Type;Kleur;Longtitude;Latitude;AdresEnPostcode
126;Badkamer evolutie;Atoomweg 514a;3542 AB;Utrecht;;http://badkamerevolutie.nl/;info@badkamerevolutie.nl;Universal;;50437811;521186218;Atoomweg 514a, Utrecht 3542 AB
127;Janssen Keuken en Bad;Leukerstraat 65;6004 RD;Weert;0495-541126;https://www.janssenkeukensweert.nl;info@janssen-home-living.nl;Lateo;;57345681;512598268;Leukerstraat 65, Weert 6004 RD
128;Van Seggeren;Foarwei 183;9298 JH;Kollumerzwaag;0511-444848;http://www.vstechniek.nl/;info@vstechniek.nl;Charleston;;60680638;532606467;Foarwei 183, Kollumerzwaag 9298 JH
129;Van Seggeren;Foarwei 183;9298 JH;Kollumerzwaag;0511-444848;http://www.vstechniek.nl/;info@vstechniek.nl;Universal;;60680638;532606467;Foarwei 183, Kollumerzwaag 9298 JH
130;Van Seggeren;Foarwei 183;9298 JH;Kollumerzwaag;0511-444848;http://www.vstechniek.nl/;info@vstechniek.nl;Yucca;;60680638;532606467;Foarwei 183, Kollumerzwaag 9298 JH
131;Van Seggeren;Foarwei 183;9298 JH;Kollumerzwaag;0511-444848;http://www.vstechniek.nl/;info@vstechniek.nl;Excelsior;;60680638;532606467;Foarwei 183, Kollumerzwaag 9298 JH
132;Van Seggeren;Foarwei 183;9298 JH;Kollumerzwaag;0511-444848;http://www.vstechniek.nl/;info@vstechniek.nl;Janda Bow;;60680638;532606467;Foarwei 183, Kollumerzwaag 9298 JH
133;Van Seggeren;Foarwei 183;9298 JH;Kollumerzwaag;0511-444848;http://www.vstechniek.nl/;info@vstechniek.nl;Toga;;60680638;532606467;Foarwei 183, Kollumerzwaag 9298 JH
134;Van Seggeren;Foarwei 183;9298 JH;Kollumerzwaag;0511-444848;http://www.vstechniek.nl/;info@vstechniek.nl;Nova;;60680638;532606467;Foarwei 183, Kollumerzwaag 9298 JH
135;Van Seggeren;Foarwei 183;9298 JH;Kollumerzwaag;0511-444848;http://www.vstechniek.nl/;info@vstechniek.nl;Radiavector;;60680638;532606467;Foarwei 183, Kollumerzwaag 9298 JH
136;P. Meijer bad en tegel;Draadbaan 3;2352 BM;Leiderdorp;071-5890425;http://www.badentegel.nl;info@badentegel.nl;Metropolitan;;45205439;521650767;Draadbaan 3, Leiderdorp 2352 BM
137;P. Meijer bad en tegel;Draadbaan 3;2352 BM;Leiderdorp;071-5890425;http://www.badentegel.nl;info@badentegel.nl;Subway;;45205439;521650767;Draadbaan 3, Leiderdorp 2352 BM
138;Sanidrome Huisman;Oostzijde 11a;2801 SB;Gouda;0182-512032;https://sanidrome.nl/huisman-gouda/;huisman.gouda@sanidrome.nl;Charleston;;46870850;520186820;Oostzijde 11a, Gouda 2801 SB
139;Sanidrome Blankespoor;Handelsweg 10-12;3881 LS;Putten;0341-358844;https://sanidrome.nl/blankespoor-putten;blankespoor@sanidrome.nl;Metropolitan;;55847633;522673220;Handelsweg 10-12, Putten 3881 LS
140;Sluyk keukens en badkamers;Van Markenstraat 16;2941 BX;Lekkerkerk ;0180-661672;https://www.sluyk.nl/;info@sluyk.nl;Zeno;;46912774;518987217;Van Markenstraat 16, Lekkerkerk  2941 BX
141;Sluyk keukens en badkamers;Van Markenstraat 16;2941 BX;Lekkerkerk ;0180-661672;https://www.sluyk.nl/;info@sluyk.nl;Metropolitan;;46912774;518987217;Van Markenstraat 16, Lekkerkerk  2941 BX
142;Sluyk keukens en badkamers;Van Markenstraat 16;2941 BX;Lekkerkerk ;0180-661672;https://www.sluyk.nl/;info@sluyk.nl;Subway;;46912774;518987217;Van Markenstraat 16, Lekkerkerk  2941 BX
143;Sluyk keukens en badkamers;Van Markenstraat 16;2941 BX;Lekkerkerk ;0180-661672;https://www.sluyk.nl/;info@sluyk.nl;Quaro;;46912774;518987217;Van Markenstraat 16, Lekkerkerk  2941 BX
144;Tegels en Meer;Luzernestraat 7;2153 GM;Nieuw Vennep;0252-793561;http://www.tegelsenmeer.nl;contact@tegelsenmeer.nl;Yucca;;46480805;522627859;Luzernestraat 7, Nieuw Vennep 2153 GM
145;Tegels en Meer;Luzernestraat 7;2153 GM;Nieuw Vennep;0252-793561;http://www.tegelsenmeer.nl;contact@tegelsenmeer.nl;Metropolitan;;46480805;522627859;Luzernestraat 7, Nieuw Vennep 2153 GM
146;Tegels en Meer;Luzernestraat 7;2153 GM;Nieuw Vennep;0252-793561;http://www.tegelsenmeer.nl;contact@tegelsenmeer.nl;Subway;;46480805;522627859;Luzernestraat 7, Nieuw Vennep 2153 GM
147;Plieger Leiden;Rooseveltstraat 6;2321 BM;Leiden;071-5351700;http://www.plieger.nl/consument/vestigingen/leiden/;toonzaal.leiden@plieger.nl;Subway;;44816821;521467868;Rooseveltstraat 6, Leiden 2321 BM
148;Plieger Leiden;Rooseveltstraat 6;2321 BM;Leiden;071-5351700;http://www.plieger.nl/consument/vestigingen/leiden/;toonzaal.leiden@plieger.nl;Metropolitan Spa;;44816821;521467868;Rooseveltstraat 6, Leiden 2321 BM
149;Megadump Dalen;Kleine Veld 45;7751 BG;Dalen;0524-551004;https://www.megadumpdalen.nl;info@megadumpdalen.nl;Subway;Inox look 0332;67577385;527103562;Kleine Veld 45, Dalen 7751 BG
150;Megadump Dalen;Kleine Veld 45;7751 BG;Dalen;0524-551004;https://www.megadumpdalen.nl;info@megadumpdalen.nl;Quaro;Black Matt 0557;67577385;527103562;Kleine Veld 45, Dalen 7751 BG
151;Megadump Dalen;Kleine Veld 45;7751 BG;Dalen;0524-551004;https://www.megadumpdalen.nl;info@megadumpdalen.nl;Metropolitan Spa;White Matt 0556 ;67577385;527103562;Kleine Veld 45, Dalen 7751 BG
152;Brouwer Tuk;Tukseweg 198;8334 RX;Tuk;0521-512983;https://brouwertuk.nl;;Metropolitan Spa;Black Matt 0557;60945155;527974630;Tukseweg 198, Tuk 8334 RX
153;Vonder Tegels en Sanitair;Kapitein Grantstraat 32;7821 AR;Emmen;0591-708108;https://www.vondertegelsensanitair.nl;;Aura E;;69186144;527688611;Kapitein Grantstraat 32, Emmen 7821 AR
154;Stobastone;Escudo 1A;8305 BM;Emmeloord;0527-622070;https://www.stobastone.nl;info@stobastone.nl;Aura E;;57839636;527125013;Escudo 1A, Emmeloord 8305 BM
155;Simon de Haas;Hoekerweg 7;8042 PH;Zwolle;038-4221155;https://www.simondehaas.nl;showroom@simondehaas.nl;Quaro;Zwart;60528001;525127231;Hoekerweg 7, Zwolle 8042 PH
156;Simon de Haas;Hoekerweg 7;8042 PH;Zwolle;038-4221155;https://www.simondehaas.nl;showroom@simondehaas.nl;Subway elektrisch;Zwart;60528001;525127231;Hoekerweg 7, Zwolle 8042 PH
157;Badkamer voordeelshop;Vlamoven 17;6826 TM;Arnhem;026-3823379;https://www.badkamervoordeelshop.nl;arnhem@badkamervoordeelshop.nl;Aura E;;59588646;519762737;Vlamoven 17, Arnhem 6826 TM
158;Badkamer voordeelshop;Transportweg 5a;7007 CL;Doetinchem;0314-363680;https://www.badkamervoordeelshop.nl;doetinchem@badkamervoordeelshop.nl;Aura E;;62788709;519481724;Transportweg 5a, Doetinchem 7007 CL
159;Badkamer voordeelshop;Hanzeweg 32;7418 AT;Deventer;0570-745078;https://www.badkamervoordeelshop.nl;deventer@badkamervoordeelshop.nl;Aura E;;61768816;522490078;Hanzeweg 32, Deventer 7418 AT
160;Badkamer voordeelshop;Hadrianussingle 34;6642 AJ;Beuningen;024-2049031;https://www.badkamervoordeelshop.nl;beuningen@badkamervoordeelshop.nl;Aura E;;57512450;518549499;Hadrianussingle 34, Beuningen 6642 AJ
161;Saverne Groothandel BV;Philipsstraat 28;2722 NA;Zoetermeer;079-3315454;https://www.saverne.nl;info@saverne.nl;Metropolitan;;45133915;520510863;Philipsstraat 28, Zoetermeer 2722 NA
162;Saverne Groothandel BV;Philipsstraat 28;2722 NA;Zoetermeer;079-3315454;https://www.saverne.nl;info@saverne.nl;Charleston;;45133915;520510863;Philipsstraat 28, Zoetermeer 2722 NA
163;Saverne Groothandel BV;Philipsstraat 28;2722 NA;Zoetermeer;079-3315454;https://www.saverne.nl;info@saverne.nl;Vitalo;;45133915;520510863;Philipsstraat 28, Zoetermeer 2722 NA
164;Saverne Groothandel BV;Philipsstraat 28;2722 NA;Zoetermeer;079-3315454;https://www.saverne.nl;info@saverne.nl;Subway elektrisch;;45133915;520510863;Philipsstraat 28, Zoetermeer 2722 NA
165;Saverne Groothandel BV;Philipsstraat 28;2722 NA;Zoetermeer;079-3315454;https://www.saverne.nl;info@saverne.nl;Quaro;;45133915;520510863;Philipsstraat 28, Zoetermeer 2722 NA
166;P. Jellesma;Slotweg 3;8521 MA;Sint Nicolaasga;0513-434568;http://www.jellesma-installaties.nl/;info@jellesma-installaties.nl;Aura E;;57426843;529207792;Slotweg 3, Sint Nicolaasga 8521 MA
167;P. Jellesma;Slotweg 3;8521 MA;Sint Nicolaasga;0513-434568;http://www.jellesma-installaties.nl/;info@jellesma-installaties.nl;Metropolitan Spa;Black Matt 0557;57426843;529207792;Slotweg 3, Sint Nicolaasga 8521 MA
168;P. Jellesma;Slotweg 3;8521 MA;Sint Nicolaasga;0513-434568;http://www.jellesma-installaties.nl/;info@jellesma-installaties.nl;Vitalo Spa;Pacific Blue 0519;57426843;529207792;Slotweg 3, Sint Nicolaasga 8521 MA
169;SK tegels en sanitair;Rooilijn 4;9231 DZ;Surhuisterveen;0512-360358;https://tegelcentersk.nl/;info@tegelcentersk.nl;Aura E;;61796344;531744751;Rooilijn 4, Surhuisterveen 9231 DZ
170;SK tegels en sanitair;Rooilijn 4;9231 DZ;Surhuisterveen;0512-360358;https://tegelcentersk.nl/;info@tegelcentersk.nl;Metropolitan Spa;Black Matt 0557;61796344;531744751;Rooilijn 4, Surhuisterveen 9231 DZ
171;De Studio Keukens & Bad;Wolga 3;2941 BK;Den Haag;070-4449697;https://www.destudiokeukensenbad.nl/;info@destudiokeukensenbad.nl;Metropolitan Spa;Traffic White RAL 9016;43844231;520655147;Wolga 3, Den Haag 2941 BK
172;Douchezaak;Eendenparkweg 3;3852 LC;Ermelo;0341-768999;https://douchezaak.nl/;info@douchezaak.nl;Quaro;Traffic White RAL 9016;56247779;523201649;Eendenparkweg 3, Ermelo 3852 LC
173;Plieger Hilversum;Nieuwe Havenweg 51;1216 BL;Hilversum;035-6238140;http://www.plieger.nl/consument/vestigingen/hilversum/;;Nobis;Chroom;51418257;522238408;Nieuwe Havenweg 51, Hilversum 1216 BL
174;Feenstra Keuken en Bad;Woldmeentherand 1;8332 JE;Steenwijk;0521-522772;http://feenstrakeukenenbad.nl/vestigingen/steenwijk/;info@feenstrakeukenenbad.nl;Metropolitan Spa;Antraciet RAL 7016;61238707;527982385;Woldmeentherand 1, Steenwijk 8332 JE
175;Badkamerwarenhuis & Cre8kitchen;Zoom 1;9231 DX;Surhuisterveen;0512-232008;https://www.badkamerwarenhuis.nl/;surhuisterveen@badkamerwarenhuis.nl;Metropolitan Spa;Black Matt 0557;61830820;531755105;Zoom 1, Surhuisterveen 9231 DX
176;Badkamerwarenhuis & Cre8kitchen;Zoom 1;9231 DX;Surhuisterveen;0512-232008;https://www.badkamerwarenhuis.nl/;surhuisterveen@badkamerwarenhuis.nl;Aura E;Traffic White RAL 9016;61830820;531755105;Zoom 1, Surhuisterveen 9231 DX
177;Badkamerwarenhuis & Cre8kitchen;Zoom 1;9231 DX;Surhuisterveen;0512-232008;https://www.badkamerwarenhuis.nl/;surhuisterveen@badkamerwarenhuis.nl;Yucca;Inox look 0332;61830820;531755105;Zoom 1, Surhuisterveen 9231 DX
178;Badkamerwarenhuis & Cre8kitchen;Zoom 1;9231 DX;Surhuisterveen;0512-232008;https://www.badkamerwarenhuis.nl/;surhuisterveen@badkamerwarenhuis.nl;Quaro;Gold look 0514;61830820;531755105;Zoom 1, Surhuisterveen 9231 DX
179;Janijko;Dalweg 11;9231 HW;Surhuisterveen;0512-364891;https://www.janijko.nl/;;Aura E;Traffic White RAL 9016;61856034;531828099;Dalweg 11, Surhuisterveen 9231 HW
180;Janijko;Dalweg 11;9231 HW;Surhuisterveen;0512-364891;https://www.janijko.nl/;;Quaro;Black Matt 0557;61856034;531828099;Dalweg 11, Surhuisterveen 9231 HW
181;Janijko;Dalweg 11;9231 HW;Surhuisterveen;0512-364891;https://www.janijko.nl/;;Forma Spa;Black Matt 0557;61856034;531828099;Dalweg 11, Surhuisterveen 9231 HW
182;Sanitair en Tegelcentrum ;Scheldestraat 8;1823 WB;Alkmaar;072-5201065;http://www.sanitair-tegel.nl/;info@sanitair-tegel.nl;Metropolitan Bar;Traffic White RAL 9016;47638593;526301913;Scheldestraat 8, Alkmaar 1823 WB
183;Versani Alkmaar;Pettemerstraat 18;1823 CW;Alkmaar;072-5280892;https://versani.nl/;info@versani.nl;Metropolitan Spa;Black Matt 0557;47519955;526375700;Pettemerstraat 18, Alkmaar 1823 CW
184;Versani Alkmaar;Pettemerstraat 18;1823 CW;Alkmaar;072-5280892;https://versani.nl/;info@versani.nl;Charleston;Traffic Back Matt RAL 9217 ;47519955;526375700;Pettemerstraat 18, Alkmaar 1823 CW
185;Versani Alkmaar;Pettemerstraat 18;1823 CW;Alkmaar;072-5280892;https://versani.nl/;info@versani.nl;Aura E;Traffic White RAL 9016;47519955;526375700;Pettemerstraat 18, Alkmaar 1823 CW
186;Tegelshowroom Hoorn;Schoepenweg 59B;8243 PX;Lelystad;0320-257625;https://www.tegelzetwerken.nl/;info@tegelzetwerken.nl;Charleston;Technoline 0325;54519540;525018970;Schoepenweg 59B, Lelystad 8243 PX
187;Tegelshowroom Hoorn;Schoepenweg 59B;8243 PX;Lelystad;0320-257625;https://www.tegelzetwerken.nl/;info@tegelzetwerken.nl;Vitalo Bar;Bruin;54519540;525018970;Schoepenweg 59B, Lelystad 8243 PX
188;Tegelshowroom Hoorn;Schoepenweg 59B;8243 PX;Lelystad;0320-257625;https://www.tegelzetwerken.nl/;info@tegelzetwerken.nl;Metropolitan (MEV);Traffic White RAL 9016;54519540;525018970;Schoepenweg 59B, Lelystad 8243 PX
189;Tegelshowroom Hoorn;Schoepenweg 59B;8243 PX;Lelystad;0320-257625;https://www.tegelzetwerken.nl/;info@tegelzetwerken.nl;Zeno;Antraciet;54519540;525018970;Schoepenweg 59B, Lelystad 8243 PX
190;Megadump Wormer;Papiermakerstraat 1;1531 NA;Wormer;075-7400020;https://www.megadumpwormer.nl/;info@megadumpwormer.nl;Metropolitan Spa;Traffic White RAL 9016;48118606;524904886;Papiermakerstraat 1, Wormer 1531 NA
191;Megadump Wormer;Papiermakerstraat 1;1531 NA;Wormer;075-7400020;https://www.megadumpwormer.nl/;info@megadumpwormer.nl;Subway;Black Matt 0557;48118606;524904886;Papiermakerstraat 1, Wormer 1531 NA
192;Tegelhuis Badkamers en Tegels;Deventerseweg 11;2994 LE;Barendrecht ;0180-646810;https://www.tegelhuis.nl;info@tegelhuis.nl;Subway;Bruin/RVS/Antraciet;45121937;518606624;Deventerseweg 11, Barendrecht  2994 LE
193;Tegelhuis Badkamers en Tegels;Deventerseweg 11;2994 LE;Barendrecht ;0180-646810;https://www.tegelhuis.nl;info@tegelhuis.nl;Charleston;Technoline 0325;45121937;518606624;Deventerseweg 11, Barendrecht  2994 LE
194;Tegelhuis Badkamers en Tegels;Deventerseweg 11;2994 LE;Barendrecht ;0180-646810;https://www.tegelhuis.nl;info@tegelhuis.nl;Quaro;Traffic White RAL 9016;45121937;518606624;Deventerseweg 11, Barendrecht  2994 LE
195;Tegelhuis Badkamers en Tegels;Deventerseweg 11;2994 LE;Barendrecht ;0180-646810;https://www.tegelhuis.nl;info@tegelhuis.nl;Vitalo Spa;;45121937;518606624;Deventerseweg 11, Barendrecht  2994 LE
196;M.A. Vos BV;iepenlaan 14 - 14a;1406 PV;Bussum;035-6937018;http://www.vosbadkamers.nl/;info@mavosbv.nl;Metropolitan;Traffic White RAL 9016;51581789;522722239;iepenlaan 14 - 14a, Bussum 1406 PV
197;M.A. Vos BV;iepenlaan 14 - 14a;1406 PV;Bussum;035-6937018;http://www.vosbadkamers.nl/;info@mavosbv.nl;Charleston;Technoline 0325;51581789;522722239;iepenlaan 14 - 14a, Bussum 1406 PV
198;M.A. Vos BV;iepenlaan 14 - 14a;1406 PV;Bussum;035-6937018;http://www.vosbadkamers.nl/;info@mavosbv.nl;Vitalo Bar;Cream RAL 9001;51581789;522722239;iepenlaan 14 - 14a, Bussum 1406 PV
199;M.A. Vos BV;iepenlaan 14 - 14a;1406 PV;Bussum;035-6937018;http://www.vosbadkamers.nl/;info@mavosbv.nl;Subway;White Matt 0556 ;51581789;522722239;iepenlaan 14 - 14a, Bussum 1406 PV
200;M.A. Vos BV;iepenlaan 14 - 14a;1406 PV;Bussum;035-6937018;http://www.vosbadkamers.nl/;info@mavosbv.nl;Ribbon;Black Matt 0557;51581789;522722239;iepenlaan 14 - 14a, Bussum 1406 PV
201;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Ribbon;Traffic Black RAL 9017;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
202;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Metropolitan Bar;Sand Quartz 0522;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
203;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Aura E;;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
204;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Zeno;Traffic White RAL 9016;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
205;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Subway;Traffic White RAL 9016;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
206;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Vitalo Spa;Horizon Blue 0520;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
207;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Radiapanel;White Matt 0556 ;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
208;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Roda Spa;Chinchilla 0064;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
209;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Quaro;Sand Quartz 0522;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
210;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Charleston Bar;Technoline 0325;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
211;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Ribbon;Black Matt 0557;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
212;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Subway;Volcanic 0336;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
213;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Metropolitan Bar;Black Matt 0557;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
214;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Metropolitan verticaal;Inox look 0332;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
215;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Yucca;Spring green 0846;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
216;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Ribbon;Ruby Red RAL 3003;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
217;Gevier Dales;Rumpsterweg 8b;3981 AK;Bunnik;030-6571299;http://www.gevierdales.nl;showroom.bunnik@gevierdales.nl;Roda Twist Spa Air;Violet 0518;52170301;520618350;Rumpsterweg 8b, Bunnik 3981 AK
218;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Vitalo Bar elektrisch;Black Matt 0557;60747966;531179965;De Bolder 79, Drachten 9206 AP
219;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Metropolitan Bar elektrisch;Orange Quartz 0528;60747966;531179965;De Bolder 79, Drachten 9206 AP
220;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Quaro elektrisch;Sand Quartz 0522;60747966;531179965;De Bolder 79, Drachten 9206 AP
221;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Aura E;Traffic White RAL 9016;60747966;531179965;De Bolder 79, Drachten 9206 AP
222;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Metropolitan Spa;Antraciet Metalic 0346;60747966;531179965;De Bolder 79, Drachten 9206 AP
223;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Toga;Chroom;60747966;531179965;De Bolder 79, Drachten 9206 AP
224;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Universal;Volcanic 0336;60747966;531179965;De Bolder 79, Drachten 9206 AP
225;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Radiapanel;White Quartz 0521;60747966;531179965;De Bolder 79, Drachten 9206 AP
226;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Subway elektrisch;Antraciet RAL 7016;60747966;531179965;De Bolder 79, Drachten 9206 AP
227;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Roda Spa;Traffic White RAL 9016;60747966;531179965;De Bolder 79, Drachten 9206 AP
228;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Ribbon elektrisch;Black Matt 0557;60747966;531179965;De Bolder 79, Drachten 9206 AP
229;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Quaro;Black Matt 0557;60747966;531179965;De Bolder 79, Drachten 9206 AP
230;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Subway;Antraciet Metalic 0346;60747966;531179965;De Bolder 79, Drachten 9206 AP
231;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Ribbon;Ruby Red RAL 3003;60747966;531179965;De Bolder 79, Drachten 9206 AP
232;Gevier Dales;De Bolder 79;9206 AP;Drachten;0512-541311;http://www.gevierdales.nl;showroom.drachten@gevierdales.nl;Charleston Bar;Technoline 0325;60747966;531179965;De Bolder 79, Drachten 9206 AP
233;Esselink Bouwmaterialen B.V.;Industrieweg 35;3241 MA;Middelharnis;0187-475460;https://www.bouwcenter.nl/esselink/;info@esselink.nl;Aura E;Traffic White RAL 9016;41870702;517610174;Industrieweg 35, Middelharnis 3241 MA
234;Esselink Bouwmaterialen B.V.;Industrieweg 35;3241 MA;Middelharnis;0187-475460;https://www.bouwcenter.nl/esselink/;info@esselink.nl;Subway elektrisch;Traffic White RAL 9016;41870702;517610174;Industrieweg 35, Middelharnis 3241 MA
235;Esselink Bouwmaterialen B.V.;Industrieweg 35;3241 MA;Middelharnis;0187-475460;https://www.bouwcenter.nl/esselink/;info@esselink.nl;Ribbon elektrisch;Traffic White RAL 9016;41870702;517610174;Industrieweg 35, Middelharnis 3241 MA
236;Galvano Eindhoven;Dillenburgstraat 12;5652 AP;Eindhoven;040-2141516;https://www.galvano.nl/onze-showroom;showroom@galvano.nl;Metropolitan Spa elektrisch;;54386677;514322178;Dillenburgstraat 12, Eindhoven 5652 AP
237;Wiesenekker;Achterbergsestraatweg 128;3911 CX;Rhenen;0317-618390;https://www.wiesenekker.nl/;info@wiesenekker.nl;Metropolitan Bar;Traffic White RAL 9016;55816863;519666999;Achterbergsestraatweg 128, Rhenen 3911 CX
238;Molenaar Badkamers Roden;Westeresch 8;9301 ZW;Roden;0341-232300;https://www.molenaar.nl/winkels/roden/;info@molenaar.nl;Subway elektrisch;Traffic White RAL 9016;64327333;531467477;Westeresch 8, Roden 9301 ZW
239;Molenaar Badkamers Roden;Westeresch 8;9301 ZW;Roden;0341-232300;https://www.molenaar.nl/winkels/roden/;info@molenaar.nl;Roda Twist Spa Air;Traffic White RAL 9016;64327333;531467477;Westeresch 8, Roden 9301 ZW
